species	assembly	source	taxonomy	assembly_link	annotation_link	file_type	group
Betta_splendens	fBetSpl5.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Anabantiformes::Osphronemidae::Betta	http://ftp.ensembl.org/pub/release-99/fasta/betta_splendens/dna/Betta_splendens.fBetSpl5.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/betta_splendens/Betta_splendens.fBetSpl5.2.99.gtf.gz	gtf	263
Astyanax_mexicanus	Astyanax_mexicanus-2.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Characiformes::Characidae::Astyanax	http://ftp.ensembl.org/pub/release-99/fasta/astyanax_mexicanus/dna/Astyanax_mexicanus.Astyanax_mexicanus-2.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/astyanax_mexicanus/Astyanax_mexicanus.Astyanax_mexicanus-2.0.99.gtf.gz	gtf	263
Astyanax_mexicanus_pachon	Astyanax_mexicanus-1.0.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Characiformes::Characidae::Astyanax	http://ftp.ensembl.org/pub/release-99/fasta/astyanax_mexicanus_pachon/dna/Astyanax_mexicanus_pachon.Astyanax_mexicanus-1.0.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/astyanax_mexicanus_pachon/Astyanax_mexicanus_pachon.Astyanax_mexicanus-1.0.2.99.gtf.gz	gtf	263
Pygocentrus_nattereri	Pygocentrus_nattereri-1.0.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Characiformes::Serrasalmidae::Pygocentrus	http://ftp.ensembl.org/pub/release-99/fasta/pygocentrus_nattereri/dna/Pygocentrus_nattereri.Pygocentrus_nattereri-1.0.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/pygocentrus_nattereri/Pygocentrus_nattereri.Pygocentrus_nattereri-1.0.2.99.gtf.gz	gtf	263
Amphilophus_citrinellus	Midas_v5	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Cichliformes::Cichlidae::Amphilophus	http://ftp.ensembl.org/pub/release-99/fasta/amphilophus_citrinellus/dna/Amphilophus_citrinellus.Midas_v5.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/amphilophus_citrinellus/Amphilophus_citrinellus.Midas_v5.99.gtf.gz	gtf	263
Astatotilapia_calliptera	fAstCal1.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Cichliformes::Cichlidae::Astatotilapia	http://ftp.ensembl.org/pub/release-99/fasta/astatotilapia_calliptera/dna/Astatotilapia_calliptera.fAstCal1.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/astatotilapia_calliptera/Astatotilapia_calliptera.fAstCal1.2.99.gtf.gz	gtf	263
Oreochromis_aureus	ASM587006v1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Cichliformes::Cichlidae::Oreochromis	http://ftp.ensembl.org/pub/release-99/fasta/oreochromis_aureus/dna/Oreochromis_aureus.ASM587006v1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/oreochromis_aureus/Oreochromis_aureus.ASM587006v1.99.gtf.gz	gtf	263
Oreochromis_niloticus	O_niloticus_UMD_NMBU	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Cichliformes::Cichlidae::Oreochromis	http://ftp.ensembl.org/pub/release-99/fasta/oreochromis_niloticus/dna/Oreochromis_niloticus.O_niloticus_UMD_NMBU.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/oreochromis_niloticus/Oreochromis_niloticus.O_niloticus_UMD_NMBU.99.gtf.gz	gtf	263
Clupea_harengus	Ch_v2.0.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Clupeiformes::Clupeidae::Clupea	http://ftp.ensembl.org/pub/release-99/fasta/clupea_harengus/dna/Clupea_harengus.Ch_v2.0.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/clupea_harengus/Clupea_harengus.Ch_v2.0.2.99.gtf.gz	gtf	263
Danio_rerio	GRCz11	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Cypriniformes::Cyprinidae::Danio	http://ftp.ensembl.org/pub/release-99/fasta/danio_rerio/dna/Danio_rerio.GRCz11.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/danio_rerio/Danio_rerio.GRCz11.99.gtf.gz	gtf	263
Poecilia_formosa	PoeFor_5.1.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Cyprinodontiformes::Poeciliidae::Poecilia	http://ftp.ensembl.org/pub/release-99/fasta/poecilia_formosa/dna/Poecilia_formosa.PoeFor_5.1.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/poecilia_formosa/Poecilia_formosa.PoeFor_5.1.2.99.gtf.gz	gtf	263
Xiphophorus_maculatus	X_maculatus-5.0-male	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Cyprinodontiformes::Poeciliidae::Xiphophorus	http://ftp.ensembl.org/pub/release-99/fasta/xiphophorus_maculatus/dna/Xiphophorus_maculatus.X_maculatus-5.0-male.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/xiphophorus_maculatus/Xiphophorus_maculatus.X_maculatus-5.0-male.99.gtf.gz	gtf	263
Esox_lucius	Eluc_V3	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Esociformes::Esocidae::Esox	http://ftp.ensembl.org/pub/release-99/fasta/esox_lucius/dna/Esox_lucius.Eluc_V3.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/esox_lucius/Esox_lucius.Eluc_V3.99.gtf.gz	gtf	263
Gouania_willdenowi	fGouWil2.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Gobiesociformes::Gobiesocidae::Gouania	http://ftp.ensembl.org/pub/release-99/fasta/gouania_willdenowi/dna/Gouania_willdenowi.fGouWil2.1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/gouania_willdenowi/Gouania_willdenowi.fGouWil2.1.99.gtf.gz	gtf	263
Electrophorus_electricus	Ee_SOAP_WITH_SSPACE	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Gymnotiformes::Gymnotidae::Electrophorus	http://ftp.ensembl.org/pub/release-99/fasta/electrophorus_electricus/dna/Electrophorus_electricus.Ee_SOAP_WITH_SSPACE.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/electrophorus_electricus/Electrophorus_electricus.Ee_SOAP_WITH_SSPACE.99.gtf.gz	gtf	263
Cottoperca_gobio	fCotGob3.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Perciformes::Bovichtidae::Cottoperca	http://ftp.ensembl.org/pub/release-99/fasta/cottoperca_gobio/dna/Cottoperca_gobio.fCotGob3.1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/cottoperca_gobio/Cottoperca_gobio.fCotGob3.1.99.gtf.gz	gtf	263
Salmo_salar	ICSASG_v2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Salmoniformes::Salmonidae::Salmo	http://ftp.ensembl.org/pub/release-99/fasta/salmo_salar/dna/Salmo_salar.ICSASG_v2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/salmo_salar/Salmo_salar.ICSASG_v2.99.gtf.gz	gtf	263
Ictalurus_punctatus	IpCoco_1.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Siluriformes::Ictaluridae::Ictalurus	http://ftp.ensembl.org/pub/release-99/fasta/ictalurus_punctatus/dna/Ictalurus_punctatus.IpCoco_1.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/ictalurus_punctatus/Ictalurus_punctatus.IpCoco_1.2.99.gtf.gz	gtf	263
Hippocampus_comes	H_comes_QL1_v1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Syngnathiformes::Syngnathidae::Hippocampus	http://ftp.ensembl.org/pub/release-99/fasta/hippocampus_comes/dna/Hippocampus_comes.H_comes_QL1_v1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/hippocampus_comes/Hippocampus_comes.H_comes_QL1_v1.99.gtf.gz	gtf	263
Mola_mola	ASM169857v1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Tetraodontiformes::Molidae::Mola	http://ftp.ensembl.org/pub/release-99/fasta/mola_mola/dna/Mola_mola.ASM169857v1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/mola_mola/Mola_mola.ASM169857v1.99.gtf.gz	gtf	263
Takifugu_rubripes	fTakRub1.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Tetraodontiformes::Tetraodontidae::Takifugu	http://ftp.ensembl.org/pub/release-99/fasta/takifugu_rubripes/dna/Takifugu_rubripes.fTakRub1.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/takifugu_rubripes/Takifugu_rubripes.fTakRub1.2.99.gtf.gz	gtf	263
Tetraodon_nigroviridis	TETRAODON_8.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Actinopterygii::Tetraodontiformes::Tetraodontidae::Tetraodon	http://ftp.ensembl.org/pub/release-99/fasta/tetraodon_nigroviridis/dna/Tetraodon_nigroviridis.TETRAODON8.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/tetraodon_nigroviridis/Tetraodon_nigroviridis.TETRAODON8.99.gtf.gz	gtf	263
Xenopus_tropicalis	Xenopus_tropicalis_v9.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Amphibia::Anura::Pipidae::Xenopus	http://ftp.ensembl.org/pub/release-99/fasta/xenopus_tropicalis/dna/Xenopus_tropicalis.Xenopus_tropicalis_v9.1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/xenopus_tropicalis/Xenopus_tropicalis.Xenopus_tropicalis_v9.1.99.gtf.gz	gtf	263
Aquila_chrysaetos_chrysaetos	bAquChr1.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Aves::Accipitriformes::Accipitridae::Aquila	http://ftp.ensembl.org/pub/release-99/fasta/aquila_chrysaetos_chrysaetos/dna/Aquila_chrysaetos_chrysaetos.bAquChr1.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/aquila_chrysaetos_chrysaetos/Aquila_chrysaetos_chrysaetos.bAquChr1.2.99.gtf.gz	gtf	263
Dromaius_novaehollandiae	droNov1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Aves::Casuariiformes::Casuariidae::Dromaius	http://ftp.ensembl.org/pub/release-99/fasta/dromaius_novaehollandiae/dna/Dromaius_novaehollandiae.droNov1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/dromaius_novaehollandiae/Dromaius_novaehollandiae.droNov1.99.gtf.gz	gtf	263
Gallus_gallus	GRCg6a	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Aves::Galliformes::Phasianidae::Gallus	http://ftp.ensembl.org/pub/release-99/fasta/gallus_gallus/dna/Gallus_gallus.GRCg6a.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/gallus_gallus/Gallus_gallus.GRCg6a.99.gtf.gz	gtf	263
Meleagris_gallopavo	Turkey_2.0.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Aves::Galliformes::Phasianidae::Meleagris	http://ftp.ensembl.org/pub/release-99/fasta/meleagris_gallopavo/dna/Meleagris_gallopavo.Turkey_2.01.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/meleagris_gallopavo/Meleagris_gallopavo.Turkey_2.01.99.gtf.gz	gtf	263
Taeniopygia_guttata	bTaeGut1_v1.p	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Aves::Passeriformes::Estrildidae::Taeniopygia	http://ftp.ensembl.org/pub/release-99/fasta/taeniopygia_guttata/dna/Taeniopygia_guttata.bTaeGut1_v1.p.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/taeniopygia_guttata/Taeniopygia_guttata.bTaeGut1_v1.p.99.gtf.gz	gtf	263
Serinus_canaria	SCA1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Aves::Passeriformes::Fringillidae::Serinus	http://ftp.ensembl.org/pub/release-99/fasta/serinus_canaria/dna/Serinus_canaria.SCA1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/serinus_canaria/Serinus_canaria.SCA1.99.gtf.gz	gtf	263
Melopsittacus_undulatus	Melopsittacus_undulatus_6.3	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Aves::Psittaciformes::Psittaculidae::Melopsittacus	http://ftp.ensembl.org/pub/release-99/fasta/melopsittacus_undulatus/dna/Melopsittacus_undulatus.Melopsittacus_undulatus_6.3.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/melopsittacus_undulatus/Melopsittacus_undulatus.Melopsittacus_undulatus_6.3.99.gtf.gz	gtf	263
Callorhinchus_milii	Callorhinchus_milii-6.1.3	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Chondrichthyes::Chimaeriformes::Callorhinchidae::Callorhinchus	http://ftp.ensembl.org/pub/release-99/fasta/callorhinchus_milii/dna/Callorhinchus_milii.Callorhinchus_milii-6.1.3.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/callorhinchus_milii/Callorhinchus_milii.Callorhinchus_milii-6.1.3.99.gtf.gz	gtf	263
Latimeria_chalumnae	LatCha1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Coelacanthimorpha::Coelacanthiformes::Latimeriidae::Latimeria	http://ftp.ensembl.org/pub/release-99/fasta/latimeria_chalumnae/dna/Latimeria_chalumnae.LatCha1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/latimeria_chalumnae/Latimeria_chalumnae.LatCha1.99.gtf.gz	gtf	263
Petromyzon_marinus	Pmarinus_7.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Hyperoartia::Petromyzontiformes::Petromyzontidae::Petromyzon	http://ftp.ensembl.org/pub/release-99/fasta/petromyzon_marinus/dna/Petromyzon_marinus.Pmarinus_7.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/petromyzon_marinus/Petromyzon_marinus.Pmarinus_7.0.99.gtf.gz	gtf	263
Sphenodon_punctatus	ASM311381v1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Lepidosauria::Sphenodontia::Sphenodontidae::Sphenodon	http://ftp.ensembl.org/pub/release-99/fasta/sphenodon_punctatus/dna/Sphenodon_punctatus.ASM311381v1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/sphenodon_punctatus/Sphenodon_punctatus.ASM311381v1.99.gtf.gz	gtf	263
Notechis_scutatus	TS10Xv2-PRI	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Lepidosauria::Squamata::Elapidae::Notechis	http://ftp.ensembl.org/pub/release-99/fasta/notechis_scutatus/dna/Notechis_scutatus.TS10Xv2-PRI.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/notechis_scutatus/Notechis_scutatus.TS10Xv2-PRI.99.gtf.gz	gtf	263
Bos_grunniens	LU_Bosgru_v3.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Bovidae::Bos	http://ftp.ensembl.org/pub/release-99/fasta/bos_grunniens/dna/Bos_grunniens.LU_Bosgru_v3.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/bos_grunniens/Bos_grunniens.LU_Bosgru_v3.0.99.gtf.gz	gtf	263
Bos_taurus	ARS-UCD1.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Bovidae::Bos	http://ftp.ensembl.org/pub/release-99/fasta/bos_taurus/dna/Bos_taurus.ARS-UCD1.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/bos_taurus/Bos_taurus.ARS-UCD1.2.99.gtf.gz	gtf	263
Capra_hircus	ARS1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Bovidae::Capra	http://ftp.ensembl.org/pub/release-99/fasta/capra_hircus/dna/Capra_hircus.ARS1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/capra_hircus/Capra_hircus.ARS1.99.gtf.gz	gtf	263
Ovis_aries	Oar_v3.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Bovidae::Ovis	http://ftp.ensembl.org/pub/release-99/fasta/ovis_aries/dna/Ovis_aries.Oar_v3.1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/ovis_aries/Ovis_aries.Oar_v3.1.99.gtf.gz	gtf	263
Camelus_dromedarius	CamDro2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Camelidae::Camelus	http://ftp.ensembl.org/pub/release-99/fasta/camelus_dromedarius/dna/Camelus_dromedarius.CamDro2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/camelus_dromedarius/Camelus_dromedarius.CamDro2.99.gtf.gz	gtf	263
Vicugna_pacos	vicPac1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Camelidae::Vicugna	http://ftp.ensembl.org/pub/release-99/fasta/vicugna_pacos/dna/Vicugna_pacos.vicPac1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/vicugna_pacos/Vicugna_pacos.vicPac1.99.gtf.gz	gtf	263
Tursiops_truncatus	turTru1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Delphinidae::Tursiops	http://ftp.ensembl.org/pub/release-99/fasta/tursiops_truncatus/dna/Tursiops_truncatus.turTru1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/tursiops_truncatus/Tursiops_truncatus.turTru1.99.gtf.gz	gtf	263
Physeter_catodon	ASM283717v2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Physeteridae::Physeter	http://ftp.ensembl.org/pub/release-99/fasta/physeter_catodon/dna/Physeter_catodon.ASM283717v2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/physeter_catodon/Physeter_catodon.ASM283717v2.99.gtf.gz	gtf	263
Sus_scrofa	Sscrofa11.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Artiodactyla::Suidae::Sus	http://ftp.ensembl.org/pub/release-99/fasta/sus_scrofa/dna/Sus_scrofa.Sscrofa11.1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/sus_scrofa/Sus_scrofa.Sscrofa11.1.99.gtf.gz	gtf	263
Canis_lupus_familiaris	CanFam3.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Canidae::Canis	http://ftp.ensembl.org/pub/release-99/fasta/canis_familiaris/dna/Canis_familiaris.CanFam3.1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/canis_familiaris/Canis_familiaris.CanFam3.1.99.gtf.gz	gtf	263
Vulpes_vulpes	VulVul2.2	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Canidae::Vulpes	http://ftp.ensembl.org/pub/release-99/fasta/vulpes_vulpes/dna/Vulpes_vulpes.VulVul2.2.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/vulpes_vulpes/Vulpes_vulpes.VulVul2.2.99.gtf.gz	gtf	263
Felis_catus	Felis_catus_9.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Felidae::Felis	http://ftp.ensembl.org/pub/release-99/fasta/felis_catus/dna/Felis_catus.Felis_catus_9.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/felis_catus/Felis_catus.Felis_catus_9.0.99.gtf.gz	gtf	263
Panthera_pardus	PanPar1.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Felidae::Panthera	http://ftp.ensembl.org/pub/release-99/fasta/panthera_pardus/dna/Panthera_pardus.PanPar1.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/panthera_pardus/Panthera_pardus.PanPar1.0.99.gtf.gz	gtf	263
Panthera_tigris_altaica	PanTig1.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Felidae::Panthera	http://ftp.ensembl.org/pub/release-99/fasta/panthera_tigris_altaica/dna/Panthera_tigris_altaica.PanTig1.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/panthera_tigris_altaica/Panthera_tigris_altaica.PanTig1.0.99.gtf.gz	gtf	263
Suricata_suricatta	meerkat_22Aug2017_6uvM2_HiC	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Herpestidae::Suricata	http://ftp.ensembl.org/pub/release-99/fasta/suricata_suricatta/dna/Suricata_suricatta.meerkat_22Aug2017_6uvM2_HiC.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/suricata_suricatta/Suricata_suricatta.meerkat_22Aug2017_6uvM2_HiC.99.gtf.gz	gtf	263
Mustela_putorius_furo	MusPutFur1.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Mustelidae::Mustela	http://ftp.ensembl.org/pub/release-99/fasta/mustela_putorius_furo/dna/Mustela_putorius_furo.MusPutFur1.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/mustela_putorius_furo/Mustela_putorius_furo.MusPutFur1.0.99.gtf.gz	gtf	263
Ailuropoda_melanoleuca	ailMel1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Ursidae::Ailuropoda	http://ftp.ensembl.org/pub/release-99/fasta/ailuropoda_melanoleuca/dna/Ailuropoda_melanoleuca.ailMel1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/ailuropoda_melanoleuca/Ailuropoda_melanoleuca.ailMel1.99.gtf.gz	gtf	263
Ursus_americanus	ASM334442v1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Ursidae::Ursus	http://ftp.ensembl.org/pub/release-99/fasta/ursus_americanus/dna/Ursus_americanus.ASM334442v1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/ursus_americanus/Ursus_americanus.ASM334442v1.99.gtf.gz	gtf	263
Ursus_maritimus	UrsMar_1.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Carnivora::Ursidae::Ursus	http://ftp.ensembl.org/pub/release-99/fasta/ursus_maritimus/dna/Ursus_maritimus.UrsMar_1.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/ursus_maritimus/Ursus_maritimus.UrsMar_1.0.99.gtf.gz	gtf	263
Pteropus_vampyrus	pteVam1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Chiroptera::Pteropodidae::Pteropus	http://ftp.ensembl.org/pub/release-99/fasta/pteropus_vampyrus/dna/Pteropus_vampyrus.pteVam1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/pteropus_vampyrus/Pteropus_vampyrus.pteVam1.99.gtf.gz	gtf	263
Myotis_lucifugus	Myoluc2.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Chiroptera::Vespertilionidae::Myotis	http://ftp.ensembl.org/pub/release-99/fasta/myotis_lucifugus/dna/Myotis_lucifugus.Myoluc2.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/myotis_lucifugus/Myotis_lucifugus.Myoluc2.0.99.gtf.gz	gtf	263
Dasypus_novemcinctus	Dasnov3.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Cingulata::Dasypodidae::Dasypus	http://ftp.ensembl.org/pub/release-99/fasta/dasypus_novemcinctus/dna/Dasypus_novemcinctus.Dasnov3.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/dasypus_novemcinctus/Dasypus_novemcinctus.Dasnov3.0.99.gtf.gz	gtf	263
Sarcophilus_harrisii	DEVIL7.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Dasyuromorphia::Dasyuridae::Sarcophilus	http://ftp.ensembl.org/pub/release-99/fasta/sarcophilus_harrisii/dna/Sarcophilus_harrisii.DEVIL7.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/sarcophilus_harrisii/Sarcophilus_harrisii.DEVIL7.0.99.gtf.gz	gtf	263
Monodelphis_domestica	ASM229v1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Didelphimorphia::Didelphidae::Monodelphis	http://ftp.ensembl.org/pub/release-99/fasta/monodelphis_domestica/dna/Monodelphis_domestica.ASM229v1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/monodelphis_domestica/Monodelphis_domestica.ASM229v1.99.gtf.gz	gtf	263
Notamacropus_eugenii	Meug_1.0	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Diprotodontia::Macropodidae::Notamacropus	http://ftp.ensembl.org/pub/release-99/fasta/notamacropus_eugenii/dna/Notamacropus_eugenii.Meug_1.0.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/notamacropus_eugenii/Notamacropus_eugenii.Meug_1.0.99.gtf.gz	gtf	263
Phascolarctos_cinereus	phaCin_unsw_v4.1	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Chordata::Mammalia::Diprotodontia::Phascolarctidae::Phascolarctos	http://ftp.ensembl.org/pub/release-99/fasta/phascolarctos_cinereus/dna/Phascolarctos_cinereus.phaCin_unsw_v4.1.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/phascolarctos_cinereus/Phascolarctos_cinereus.phaCin_unsw_v4.1.99.gtf.gz	gtf	263
